epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,1668.24,0.92857,0.46213,1.03554,0.95989,0.94489,0.97345,0.72539,1.00986,0.38152,1.01969,0.000466997,0.000466997,0.000466997
70,1692.14,0.91804,0.4479,1.03126,0.97398,0.94835,0.97862,0.73439,1.01237,0.35854,1.0164,0.00045285,0.00045285,0.00045285
71,1715.95,0.91723,0.46194,1.02803,0.95553,0.95193,0.97572,0.73516,0.98527,0.36568,1.00724,0.000438703,0.000438703,0.000438703
72,1740.04,0.90863,0.46851,1.03166,0.9534,0.95315,0.97519,0.72824,0.99025,0.36904,1.01203,0.000424556,0.000424556,0.000424556
73,1763.94,0.89573,0.45325,1.02922,0.97364,0.95249,0.97989,0.73422,0.99599,0.35578,1.01477,0.000410409,0.000410409,0.000410409
74,1787.7,0.90155,0.45394,1.02305,0.97485,0.94011,0.97875,0.73567,0.99821,0.36268,1.01839,0.000396262,0.000396262,0.000396262
75,1811.76,0.89016,0.44992,1.02325,0.97237,0.9541,0.97824,0.7363,0.9975,0.3462,1.01537,0.000382115,0.000382115,0.000382115
76,1835.76,0.88692,0.43299,1.02108,0.97293,0.94024,0.97635,0.73406,0.99703,0.36886,1.01157,0.000367967,0.000367967,0.000367967
77,1859.38,0.90303,0.44745,1.02566,0.96641,0.95317,0.97679,0.72977,0.99815,0.35808,1.01472,0.00035382,0.00035382,0.00035382
78,1883.41,0.88367,0.43996,1.02201,0.95865,0.95488,0.97726,0.73648,0.99214,0.36317,1.00939,0.000339673,0.000339673,0.000339673
79,1907.39,0.87123,0.4299,1.01522,0.95389,0.94919,0.97549,0.7306,1.00307,0.36579,1.01678,0.000325526,0.000325526,0.000325526
80,1931.42,0.86748,0.43257,1.01687,0.95702,0.94901,0.97707,0.73414,0.99522,0.36259,1.01578,0.000311379,0.000311379,0.000311379
81,1955.22,0.87015,0.41954,1.01664,0.96267,0.953,0.97599,0.72998,0.99761,0.36444,1.0148,0.000297232,0.000297232,0.000297232
82,1979.94,0.86825,0.43581,1.01442,0.96867,0.94011,0.9752,0.73064,1.00448,0.36853,1.01929,0.000283085,0.000283085,0.000283085
83,2004.18,0.85502,0.42246,1.01325,0.9635,0.95384,0.97875,0.7354,0.99841,0.36178,1.01557,0.000268938,0.000268938,0.000268938
84,2028.06,0.84558,0.41248,1.00761,0.97139,0.95267,0.97823,0.73093,1.00406,0.34996,1.01803,0.000254791,0.000254791,0.000254791
85,2052.18,0.85261,0.42783,1.00632,0.96447,0.95687,0.97767,0.72814,1.00674,0.35909,1.01916,0.000240644,0.000240644,0.000240644
86,2076.1,0.82906,0.41338,0.99944,0.96776,0.95297,0.97815,0.72873,1.00348,0.36388,1.01802,0.000226497,0.000226497,0.000226497
87,2099.64,0.84343,0.4195,1.00371,0.96309,0.95922,0.97862,0.73064,1.00241,0.35354,1.01653,0.000212349,0.000212349,0.000212349
88,2123.88,0.83805,0.4044,1.00443,0.96284,0.9565,0.97946,0.73356,0.99839,0.35741,1.01647,0.000198202,0.000198202,0.000198202
89,2147.63,0.83587,0.40716,1.00059,0.96464,0.95386,0.97844,0.73175,1.00059,0.35757,1.01848,0.000184055,0.000184055,0.000184055
90,2171.25,0.8355,0.41106,1.00543,0.96474,0.96076,0.97989,0.73376,1.00181,0.35377,1.015,0.000169908,0.000169908,0.000169908
91,2223.93,0.72616,0.25219,0.95689,0.96518,0.95177,0.97814,0.73052,1.00694,0.34742,1.02481,0.000155761,0.000155761,0.000155761
92,2247.75,0.70592,0.23653,0.95267,0.9669,0.9462,0.97712,0.73251,1.00857,0.3577,1.02487,0.000141614,0.000141614,0.000141614
93,2271.37,0.6971,0.2358,0.95363,0.96559,0.94562,0.9783,0.7367,1.00199,0.35721,1.02215,0.000127467,0.000127467,0.000127467
94,2295.12,0.69327,0.23368,0.94779,0.9661,0.9491,0.97709,0.7336,1.00668,0.36045,1.02224,0.00011332,0.00011332,0.00011332
95,2319.19,0.6962,0.22647,0.94542,0.96504,0.95478,0.9793,0.73664,1.00618,0.35729,1.02124,9.91726e-05,9.91726e-05,9.91726e-05
96,2343.02,0.67756,0.22781,0.94374,0.95388,0.95634,0.9785,0.7334,1.00989,0.35577,1.02547,8.50255e-05,8.50255e-05,8.50255e-05
97,2366.63,0.67803,0.22751,0.94737,0.96484,0.95078,0.9781,0.7328,1.00981,0.35756,1.02589,7.08784e-05,7.08784e-05,7.08784e-05
98,2390.97,0.67335,0.2274,0.93647,0.95494,0.95647,0.97798,0.73384,1.00554,0.35988,1.02447,5.67313e-05,5.67313e-05,5.67313e-05
99,2415.28,0.67102,0.2213,0.93656,0.95975,0.95061,0.97751,0.73449,1.00826,0.35284,1.02642,4.25842e-05,4.25842e-05,4.25842e-05
100,2438.91,0.67101,0.23004,0.93751,0.9609,0.95356,0.97781,0.73378,1.00814,0.35017,1.02578,2.84371e-05,2.84371e-05,2.84371e-05
