epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
70,958.872,0.13774,0.05429,0.00165,0.93032,0.87051,0.93147,0.66677,1.15577,0.72071,0.01537,0.000396125,0.000396125,0.000396125
71,972.549,0.14612,0.0569,0.00175,0.92692,0.85832,0.93274,0.66337,1.1557,0.72341,0.01532,0.00038375,0.00038375,0.00038375
72,986.153,0.13634,0.05384,0.00168,0.92855,0.86729,0.93352,0.6655,1.16199,0.73976,0.01548,0.000371375,0.000371375,0.000371375
73,999.892,0.13435,0.0534,0.00166,0.915,0.87703,0.93771,0.66891,1.15717,0.7377,0.01532,0.000359,0.000359,0.000359
74,1013.51,0.12813,0.04932,0.00157,0.94393,0.84774,0.92955,0.66722,1.15854,0.74519,0.01529,0.000346625,0.000346625,0.000346625
75,1027.19,0.13623,0.05521,0.00171,0.94494,0.84582,0.93068,0.67071,1.15433,0.73208,0.01531,0.00033425,0.00033425,0.00033425
76,1040.77,0.11682,0.04795,0.00145,0.92391,0.87715,0.93211,0.67396,1.15982,0.75087,0.01541,0.000321875,0.000321875,0.000321875
77,1054.36,0.1157,0.04623,0.00141,0.90976,0.87873,0.93247,0.67301,1.15726,0.75261,0.01532,0.0003095,0.0003095,0.0003095
78,1068.03,0.11501,0.0487,0.00139,0.90869,0.87924,0.92927,0.66758,1.15636,0.75678,0.01529,0.000297125,0.000297125,0.000297125
79,1081.67,0.11556,0.046,0.00143,0.90678,0.8819,0.93005,0.66831,1.16173,0.75439,0.01541,0.00028475,0.00028475,0.00028475
80,1095.34,0.10738,0.04331,0.0013,0.94205,0.85347,0.92991,0.67102,1.15785,0.75718,0.01533,0.000272375,0.000272375,0.000272375
81,1108.96,0.10412,0.04083,0.00127,0.90959,0.8664,0.93568,0.67437,1.16173,0.77539,0.01537,0.00026,0.00026,0.00026
82,1122.61,0.10086,0.04272,0.00126,0.92667,0.8591,0.92928,0.67072,1.15797,0.77744,0.01531,0.000247625,0.000247625,0.000247625
83,1136.17,0.10122,0.04081,0.00124,0.95778,0.8416,0.92699,0.66375,1.15755,0.76654,0.01536,0.00023525,0.00023525,0.00023525
84,1149.81,0.09565,0.03849,0.00117,0.91093,0.8835,0.93302,0.67191,1.15845,0.76122,0.01538,0.000222875,0.000222875,0.000222875
85,1163.51,0.09544,0.03874,0.00119,0.92187,0.8689,0.92928,0.67218,1.16207,0.77398,0.01541,0.0002105,0.0002105,0.0002105
86,1177.12,0.09145,0.03772,0.00115,0.9353,0.86085,0.92886,0.67156,1.16028,0.76903,0.01536,0.000198125,0.000198125,0.000198125
87,1190.79,0.08739,0.03611,0.00108,0.93647,0.85229,0.93193,0.6703,1.15965,0.77881,0.01534,0.00018575,0.00018575,0.00018575
88,1204.4,0.08792,0.03568,0.0011,0.90388,0.88776,0.92995,0.66908,1.15935,0.77942,0.01534,0.000173375,0.000173375,0.000173375
89,1218.09,0.08585,0.03551,0.00106,0.92022,0.86769,0.92769,0.67077,1.15695,0.77,0.01536,0.000161,0.000161,0.000161
90,1231.7,0.08267,0.03387,0.00103,0.92251,0.86531,0.92798,0.66716,1.15921,0.79045,0.01534,0.000148625,0.000148625,0.000148625
91,1269.5,0.07938,0.03331,0.00095,0.92686,0.86604,0.92977,0.66836,1.15839,0.78591,0.01532,0.00013625,0.00013625,0.00013625
92,1283.1,0.07846,0.03262,0.00094,0.91861,0.86785,0.9272,0.66554,1.1621,0.78472,0.0154,0.000123875,0.000123875,0.000123875
93,1296.73,0.07991,0.03339,0.00096,0.92632,0.86189,0.92687,0.66913,1.16033,0.78554,0.01536,0.0001115,0.0001115,0.0001115
94,1310.35,0.07581,0.03133,0.00092,0.92551,0.8679,0.92878,0.66833,1.15913,0.79158,0.01536,9.9125e-05,9.9125e-05,9.9125e-05
95,1323.94,0.07235,0.03026,0.00088,0.91737,0.86237,0.92811,0.66851,1.16142,0.7939,0.01541,8.675e-05,8.675e-05,8.675e-05
96,1337.61,0.07219,0.02978,0.00087,0.90295,0.8741,0.92812,0.66736,1.16021,0.79377,0.01539,7.4375e-05,7.4375e-05,7.4375e-05
97,1351.26,0.0697,0.02969,0.00084,0.92429,0.86773,0.92777,0.66813,1.1603,0.79614,0.01536,6.2e-05,6.2e-05,6.2e-05
98,1364.93,0.06677,0.02877,0.0008,0.91485,0.86227,0.92835,0.66621,1.1591,0.79802,0.01535,4.9625e-05,4.9625e-05,4.9625e-05
99,1378.53,0.06667,0.02831,0.00081,0.92372,0.86696,0.92826,0.66813,1.15871,0.79966,0.01536,3.725e-05,3.725e-05,3.725e-05
100,1392.16,0.06575,0.02798,0.00079,0.9069,0.87132,0.92752,0.66748,1.15904,0.79883,0.01537,2.4875e-05,2.4875e-05,2.4875e-05
