               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  88,            0.029658,            0.011986,           0.0021719,             0.96466,             0.93705,             0.96955,             0.65738,            0.023475,           0.0058335,           0.0014086,            0.001387,            0.001387,            0.001387
                  89,            0.029236,            0.011885,           0.0022395,             0.95473,             0.94818,             0.97047,             0.65806,            0.023134,           0.0057832,           0.0012047,            0.001288,            0.001288,            0.001288
                  90,            0.028657,            0.011716,           0.0021478,             0.94797,             0.95192,             0.96952,             0.65881,            0.023203,           0.0058008,             0.00123,            0.001189,            0.001189,            0.001189
                  91,            0.029081,            0.011892,           0.0021807,             0.96473,             0.93615,             0.97209,             0.65602,            0.023067,            0.005788,           0.0011454,             0.00109,             0.00109,             0.00109
                  92,            0.028491,            0.011791,           0.0024581,             0.95783,             0.94858,             0.97331,             0.65927,            0.023167,           0.0057825,           0.0011538,            0.000991,            0.000991,            0.000991
                  93,            0.028592,            0.011906,           0.0019137,             0.95973,             0.93996,             0.97052,             0.65763,             0.02313,           0.0057531,           0.0012183,            0.000892,            0.000892,            0.000892
                  94,            0.028345,             0.01184,           0.0021649,             0.95703,             0.94637,             0.97067,             0.66241,            0.023037,           0.0057241,           0.0012877,            0.000793,            0.000793,            0.000793
                  95,            0.028644,            0.011708,           0.0022427,             0.95428,             0.94471,             0.96986,             0.65804,            0.023018,           0.0057517,           0.0011439,            0.000694,            0.000694,            0.000694
                  96,            0.028263,            0.011632,           0.0018373,             0.95772,             0.94747,             0.97142,             0.65986,            0.022943,           0.0057268,             0.00115,            0.000595,            0.000595,            0.000595
                  97,            0.028469,            0.011823,           0.0018353,             0.96165,             0.94059,             0.97156,             0.66159,             0.02301,           0.0057367,           0.0012066,            0.000496,            0.000496,            0.000496
                  98,            0.027927,            0.011532,           0.0021588,             0.95921,             0.94523,             0.97089,             0.66161,            0.022978,           0.0057267,            0.001261,            0.000397,            0.000397,            0.000397
                  99,            0.028076,             0.01159,           0.0018847,             0.96054,             0.94337,              0.9729,              0.6617,            0.023036,           0.0057119,           0.0011888,            0.000298,            0.000298,            0.000298
